douban_id,title,directors,scriptwriters,actors,types,release_region,release_date,alias,languages,duration,score,description,tags
1308109,"爱在布鲁克林桥 If Lucy Fell","Eric Schaeffer","Eric Schaeffer","Sarah Jessica Parker,Eric Schaeffer,Ben Stiller","喜剧,爱情",美国,1996-03-08,"跳出友情天,如果露西降临",英语,"92 分钟",6.3,生活无趣的露西和迷恋对面邻居的乔，是室友也是无话不说的好朋友，他们约定一个月之内，必须各自设法拥有一段稳定的感情，否则就要跳下布鲁克林桥。为了达成这项无厘头的协议，乔利用开画展的机会向邻居珍邀约，露西则是在乔的画展中结识另一名自由画家布克，为了打赢这场胜仗，两人莫不积极推销自己，希望自己不是那位即将要跳下布鲁克林桥的人，究竟最后输家是谁？一场浪漫温馨的都市爱情故事，即将展开……,"美国,美国电影,爱情,ScarlettJohansson,愛情,1996,纽约,电影"
1308108,"我的童年 Детство Горького","G. Shenotinnik",,"Aleksei Lyarsky,Varvara Massalitinova,Mikhail Troyanovsky,Yelizaveta Alekseyeva,Aleksandr Zhukov,Daniil Sagal","剧情,传记",苏联,1939-01-14,"Detstvo Gorkogo,高尔基的童年,童年,The Childhood of Maxim Gorky",俄语,"98 分钟",7.0,"DetstvoGorkogo(TheChildhoodofMaximGorky)-1938DirectedbyMarkDonskoyG.Shenotinnik

　　AReviewByOllie

　　TheChildhoodofMaximGorky,tellsthestoryofAlekseiPeshkova12yearoldboy,livingin19thCenturyRussia,whowouldlaterbeknownasMaximGorky,possiblyRussia'smostfamousandcelebratednovelistanddramatist.Madein1938,thefilmisbasedonGorky's...","苏联,苏俄,苏联电影,我的童年,传记,名著改编,电影,俄罗斯"
1308107,"小莉莉 La petite Lili",克劳德·米勒,"Julien Boivent","妮可·加西亚,贝纳·纪欧多,让-皮埃尔·马里埃尔,露迪芬·莎妮",剧情,"法国,加拿大",2003-08-27(法国),"莉莉的诱惑,遇见莉莉",法语,104分钟,6.5,"改编自契诃夫的小说《LaMouette》，讲述年轻的女演员莉莉向一位名叫布里斯的名剧作家拜师学艺的故事。

　　在莫比汉海湾的小岛“僧侣岛”上，有一幢被称为“希望之屋”的小房子。在片中，莉莉是个为达目的不顾一切的新派演员。她为某种目的离开了新出道的导演于连，而投入以商业电影成名的布利斯的怀抱。而布利斯则抛弃了忠诚于他的女演员、于连的母亲玛铎。而于连则处于让娜·玛丽拼命的追求之中……在夏季的一个黄昏，于连、布利斯和玛铎、莉莉等围绕着艺术电影和商业电影之类的话题展开了一场唇枪舌战。其核心是两代人的电影观——并掺杂着爱情观——的分野和冲突。米勒就是通过这样一个场景，来深挖人与人之间有关爱情和艺术的种种痛苦和折磨。","法国,法国电影,爱情,Claude_Miller,克劳德·米勒,LudivineSagnier,ClaudeMiller,2003"
1308106,"狂情错爱 Trolösa",丽芙·乌曼,英格玛·伯格曼,"莱娜·恩卓,厄兰·约瑟夫森,克里斯特·亨利卡森","剧情,爱情","瑞典,意大利,德国,芬兰,挪威",2000-09-15,"不忠,Faithless","瑞典语,法语","Argentina: 152 分钟",7.6,大卫和玛丽安的丈夫麦克斯是好友。大卫和玛丽安在坠入这爱情前曾经反复讨论会产生什么样的后果，但这种讨论时无济于事的，他们终于成为了情人，并无法控制地厮守在一起。在玛丽安离婚以及离婚后的一段时间里，她发现自己掉进了炼狱中，她要和麦克斯争夺对女儿的抚养权，要忍受大卫强烈的妒意，最终还要承受麦克斯自杀给自己带来的罪恶感。终于，这一切压垮了玛丽安和大卫，爱情变成了烟火，烟散了，火灭了。在爱情还未长大时，他们就结束了。最后，玛丽安带着深深的悔意和绝望自杀了。,"瑞典,英格玛·伯格曼,IngmarBergman,2000,LivUllmann,Ingmar_Bergman,瑞典电影,意大利"
1308105,"小芭舒 Bashu, gharibeye koochak","Bahram Beizai","Bahram Beizai","Susan Taslimi,Parvis Pourhosseini,Adnan Afravian",剧情,伊朗,1990-09-14,"Bashu, the Little Stranger,Bashu - Der kleine Fremde",波斯语,"120 分钟",7.0,两伊战争中，失去家园和亲人的小男孩芭舒爬上一辆卡车离开家乡，来到了人生地不熟而且语言不通的伊朗北部。在那里，他遇到了一位在农场抚养两个孩子的妇女奈依，尽管文化不同语言不通，但二人慢慢地开始相互依赖了...,"伊朗,伊朗电影,1990s,电影,生活,DVD,BahramBeizai,1989"
1308104,"鳄潭群英会 鱷潭群英會",丁善玺,丁善玺,"王羽,乔治·拉扎贝,恬妞,向华强","剧情,动作,犯罪,冒险","香港,英国",1976-09-16,"A Queen's Ransom","汉语普通话,英语","96 分钟",,故事讲述酒吧女孩向警察报案，一位菲律宾的顾客告诉她将会刺杀英国女王。因为这是女王访问香港的前夕，高主任派探员华调查此案。George是北爱尔兰的暴力份子，他和女朋友到来香港，并计划刺杀女王。他的助手聘用六个杀手，以便执行他的计划……,"香港,动作,丁善玺,王羽,嘉禾,1976,茅瑛,香港电影"
1308103,"洪拳与咏春 洪拳與詠春",张彻,,"傅声,戚冠军,刘家辉,陈依龄,施思","剧情,动作","台湾,香港",1974-08-03,"Shaolin Martial Arts",汉语普通话,106分钟,6.2,"《洪拳与咏春》由武侠大导张彻执导,唐隹及刘家良任武术指导,故事依练功、破功的情节发展,讲述为清廷效力的八旗武馆为对付少林子弟,特请来高手巴刚(梁家仁)与余比(王龙威)踢平林赞田师父的少林武馆.从武馆侥幸逃生者,仅有麦汉(唐炎灿)、陈保荣(戚冠军)、李耀(傅声)和何振刚(刘家辉).他们急往深山向林赞田师父求助,林遂派麦与何跟鹰爪王学「趟地鹰爪功」及「大力鹰爪功」,望破巴之「铁布衫」及余之气功.可惜麦、何学成后与巴、余对战不敌身亡.林再派李、陈练虎鹤双形拳和咏春拳...","邵氏,张彻,香港,傅声,刘家辉,香港电影,梁家仁,戚冠军"
1308102,情话绵绵,张美君,,"秦祥林,林凤娇,恬妞,石峰,梁修身,叶明德",爱情,台湾,1976-7-23(台湾),"Qing hua mian mian",汉语普通话,0,,,林凤娇
1308101,"处女心经 오! 수정",洪尚秀,洪尚秀,"李恩珠,文成根,韩明求,郑宝石,柳善",爱情,韩国,2000-05-27,"哦！秀贞,Virgin Stripped Bare by Her Bachelors,Oh! Soo-jung",韩语,"Netherlands: 126 分钟",6.9,"电视台里，编剧秀贞（李恩珠饰爱上了有妇之夫的制片永硕（文成根饰）。永硕的独立电影需要投资，秀贞便与永硕来到了永硕朋友杰勋（韩明求饰）的画廊。这位朋友却对秀贞很感兴趣，更希望秀贞能成为自己的女朋友。秀贞开始与永硕交往，一开始相处还算融洽，不久永硕便想进一步与秀贞发展。仍是处女的秀贞对于性这件事颇为介意，永硕见无法进一步得到秀贞，大感无奈。

　　秀贞一直爱着的永硕也对秀贞示爱了，秀贞不知该把自己的身体交给哪一个男人。","韩国,洪尚秀,韩国电影,李恩珠,情色,爱情,文艺片,2000"
1308100,云裳艳后,"唐煌 Huang Tang",,"林黛,陈厚,田青,刘恩甲,苏凤,王莱","剧情,喜剧",香港,1959-12-31(中国香港),"Cinderella and Her Little Angels,雲裳豔后",汉语普通话,0,6.7,本片是林黛慼著在《金蓮花》和《貂蟬》兩奪亞洲影展最佳女主角拍攝的時裝片。她在片中飾演一名在孤兒院中長大的孤女，為了幫助孤兒院解決財務困難，偷偷參加時裝歌舞表演比賽，希望獲得獎金，但事情被脾氣火爆和頭腦守舊的院長王萊知悉，認為有失體面，於是一眾女同學為她掩飾，從而產生連串笑料，既有趣復有人情。其中時裝表演一場，林黛一邊載歌載舞（幕後代唱），一邊展示不同國家風俗的婚妙服裝，可謂極盡視聽之吳。影片的男主角陳厚素有「喜劇聖手」之稱，這是他與林黛的第三度合作，火花四濺！,"香港,林黛,唐煌,電懋,1950s,陈厚,香港电影,1959"
1308099,"米德镇的春天 Middlemarch",安东尼·佩吉,安德鲁·戴维斯,"朱丽叶特·奥布瑞,Douglas Hodge,卢夫斯·塞维尔,Trevyn McDowell,帕特里克·麦拉海德","剧情,爱情",英国,1994-01-12,"米德镇的春天 迷你剧",英语,0,7.8,"影片《米德镇的春天》的背景是政局动汤不安的十九世纪英国，讲述的是一个由爱情、政治和苦闷热情相互交织而成的故事。片中两位主演均表现出了各自特有的功力，将一个单纯而又复杂情感漩涡搅得既精彩而又生动。

　　野心勃勃的年轻医师李盖特到米德镇新的医院任职，镇上的年轻女子多萝西雅也正积极的寻找生命意义。而她却深深受到年长又充满书卷气的爱德华所吸引而无法自拔。但他们的梦想很快就受到婚姻和世俗礼教的严格考验。","BBC,英国,英剧,名著改编,米德镇的春天,英国电影,名著改编片,UK"
1308098,假女真情,武珍年,房友良,"仲星火,奚美娟,刘子枫,魏宗万,王若荔,吴云芳",剧情,中国大陆,1990,"Leave women the truth,Оставьте женщин истины",汉语普通话,0,6.8,阔别大陆四十年的台湾老兵王福寿（仲星火饰）一下飞机，见前来接站的竟不是日思夜想的女儿，心脏病骤发，幸好王玉娟（奚美娟饰）前来解围，被王福寿错认成女儿，住进了玉娟家。流言蜚语令玉娟的丈夫老丁（刘子枫饰）无法忍受，他劝玉娟将老头送往台胞接待站，玉娟不听，老丁一气之下住回了单位。儿子丁冬（张浩饰）与女友周梅（叶丽燕饰）认定王福寿有钱，一口一个外公叫着，以期得到好处。玉娟克服着内心对丈夫和儿子的不满，尽心照顾着老人。当王福寿闻讯亲生女儿早已病逝后，他便认玉娟为亲生。谁知世间变幻多端，老人的亲女儿并未去世，这该怎么办呢......,"奚美娟,大陆,中国电影,温情,中国,亲情,剧情,1990"
1308097,"春天的杜鹃 Кукушка",亚历山大·罗戈日金,亚历山大·罗戈日金,"Anni-Kristiina Juuso,威勒·哈派塞罗,克多·贝彻科夫,Mikhail Korobochkin,Aleksei Kashnikov,Denis Aksenov,Aleksei Panzheyev,Aleksandr Kuykka,Vladimir Matveyev","剧情,喜剧,战争",俄罗斯,2002-09-12(俄罗斯),"战场上的布谷鸟,布谷鸟,The Cuckoo","萨米语,俄语,德语,芬兰语",99分钟,8.3,"故事发生在1944年的秋天，芬兰士兵维伊克（威勒·哈派塞罗VilleHaapasalo饰）和苏军少尉伊万（克多·贝彻科夫ViktorBychkov饰）都走到了各自人生的尽头。维伊克因为违反了军令而被锁在了一块巨大的岩石上，而伊万则因遭到诬陷而坐上了前往审判场的汽车。神秘女人安娜（安妮·克里斯汀娜·朱索Anni-KristiinaJuuso饰）的出现成为了两人最后的希望，她不仅将垂危的两人从死亡线上挽救了回来，还将他们带到了自己所居住的，犹如世外桃源般的仙境之中。

　　在那里，三个语言互不相同的人开始了他们的奇异生活，对于这种平静而友好的生活，每个人都乐在其中。停战的消息传来了，这意味着三人生活无法再继续下去，面对心中涌现的感情，依维柯和伊万再一次的站到了人生的十字路口前。","俄罗斯,战争,军事,人性,俄罗斯电影,爱情,布谷鸟,2002"
1308096,"壮志豪情 Zhuang zhi hao qing",柯受良,黃炳耀,"莫少聪,何家劲,苗侨伟,高明骏",战争,香港,"1990-01-05(香港),1989-10-06(台灣)",,粤语,0,6.2,同在調景嶺長大的阿聰和阿勁一起考入台灣陸軍軍校，並認識反叛的林國正，三人受盡嚴格艱辛的考驗，望能順利畢業。但因一次實地野戰的演習中，他們無意中發現軍火走私集團，更惹來一連串殺機。,"香港电影,台湾,香港,莫少聪,何家劲,柯受良,苗侨伟,青春"
1308095,大漠紫禁令,方翔,,"周里京,濮存昕,朱宛宜,马恩然",冒险,"中国大陆,台湾",NULL,"Orders from Forbidden City,The Turmoil Quelling In The Desert",汉语普通话,100分钟,6.0,长安马球场，戒备森严，唐宣宗李忱正和众妃们观看马球。突然，一飞骑冲入球场，骑手跌落马下，双手高举着鹰牌羽书。来者是西凉信使。吐蕃国达摩赞普逝世，引发内乱，张仪潮率数万民众起义沙州，望朝廷发兵增援，恢复大唐故地。宰相白敏中认为，出征不如派一名干练使臣持朝廷金印诏书西去沙州安抚张仪潮，可避免一场战争杀戮，使西域诸州保持安宁。宣宗采纳了白敏中的意见，决定派慈恩寺和尚文慧出使沙州。文慧带随从李七郎、耿超离长安西去，被正在长安打探消息的吐蕃宰相之女尚色兰探知，派密使急报吐蕃。文慧一行三人来到清水驿站留宿。夜间，金印、诏书被两个黑衣人盗走。李七郎、耿超发现后策马急追，树林中，盗印人已死，金印不知去向。文慧一行来到甘州城，适逢数万唐人举行祭祖大典。文慧在祭仪式上申明大义，希望各族人民和睦相处，友善互敬，共享太平。尚色兰听了文慧的一番话若有所思。祭祖大典后，文慧被黑...,"中国,中国电影,武侠,濮存昕,大漠紫禁令,周里京,方翔,1980s"
1308094,"爱的疑惑 Bal des pantins, Le","Herman Van Eyken","Herman Van Eyken",NULL,剧情,"比利时,Luxembourg",2001-05-30,,"法语,英语",0,,,
1308093,点指兵兵之青年干探,陈德森,阮世生,"陈小春,陈国邦,魏骏杰,陈豪,陈海恒,高捷",剧情,香港,1994,"In the Heat of Summer",粤语,"98 分钟",6.8,亚青、公子、德哥仔、和尚四个各有性格的同僚，每人背后都有个有血有肉的故事。华藉英兵正的表现比别人认真及执着，但因为曾经投诉一名高级英藉军官失败，而可能被辞掉。面对着失业危机及姻姻失败的正，誓要证明自己是一个有用的人。果然，翌日全城的警察都疲于奔命，市民活在恐慌中，城中出现了神秘的炸弹狂徒…,"香港,陈小春,香港电影,陈德森,动作,惊险,1994,阮世生"
1308092,"三心两性 ハッシュ!",桥口亮辅,桥口亮辅,"高桥和也,片冈礼子,田边诚一,秋野畅子,富士真奈美,光石研,服部佳,加濑亮","剧情,喜剧,同性",日本,"2001-05(戛纳电影节),2002-04-27(日本)","肃静,男色诱惑,Hush!",日语,"135 分钟",8.1,以《二十岁的微热》一举成名的桥口亮辅自《流沙幻爱》以来时隔5年之久终于推出了又一自编自导的力作。这是一对同性恋情侣和一个寂寞的女人的故事，导演成功地描绘了人物微妙纤细的心理。在这个社会中每个人都是孤独的，而本片中的主人公们选择了与他人共同生活。这个选择带来了困苦，气馁，但也有新的...,"日本,桥口亮辅,日本电影,同志,爱情,2001,同性,加濑亮"
